antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,Week of the Year
frozenset({'Vareebadd Phone'}),frozenset({'Bose SoundSport Headphones'}),0.01012987012987013,0.0735064935064935,0.001038961038961039,0.10256410256410257,1.3953066956600526,0.0002943498060381177,1.032378478664193,0.2862109682498032,46
frozenset({'Bose SoundSport Headphones'}),frozenset({'Vareebadd Phone'}),0.0735064935064935,0.01012987012987013,0.001038961038961039,0.014134275618374558,1.3953066956600526,0.0002943498060381177,1.004061816319881,0.30578917858144095,46
frozenset({'Google Phone'}),frozenset({'USB-C Charging Cable'}),0.02909090909090909,0.1148051948051948,0.004155844155844156,0.14285714285714285,1.244343891402715,0.0008160566706021254,1.0327272727272727,0.20224719101123603,46
frozenset({'USB-C Charging Cable'}),frozenset({'Google Phone'}),0.1148051948051948,0.02909090909090909,0.004155844155844156,0.03619909502262444,1.244343891402715,0.0008160566706021254,1.0073751600512164,0.22183098591549302,46
frozenset({'Lightning Charging Cable'}),frozenset({'iPhone'}),0.12311688311688311,0.0361038961038961,0.006493506493506494,0.05274261603375528,1.4608566311507758,0.0020485073368190256,1.0175651519972233,0.35976303317535546,46
frozenset({'iPhone'}),frozenset({'Lightning Charging Cable'}),0.0361038961038961,0.12311688311688311,0.006493506493506494,0.1798561151079137,1.4608566311507758,0.0020485073368190256,1.0691820460241512,0.32728644570196713,46
frozenset({'Vareebadd Phone'}),frozenset({'USB-C Charging Cable'}),0.01012987012987013,0.1148051948051948,0.0015584415584415584,0.15384615384615385,1.3400626522798469,0.0003954798448304942,1.0461393152302243,0.2563631592757806,46
frozenset({'USB-C Charging Cable'}),frozenset({'Vareebadd Phone'}),0.1148051948051948,0.01012987012987013,0.0015584415584415584,0.013574660633484163,1.3400626522798469,0.0003954798448304942,1.003492195877517,0.28667840375586856,46
frozenset({'Vareebadd Phone'}),frozenset({'Wired Headphones'}),0.01012987012987013,0.11454545454545455,0.0012987012987012987,0.12820512820512822,1.1192511192511194,0.00013837072018890208,1.015668449197861,0.10763579113093681,46
frozenset({'Wired Headphones'}),frozenset({'Vareebadd Phone'}),0.11454545454545455,0.01012987012987013,0.0012987012987012987,0.011337868480725623,1.1192511192511192,0.00013837072018890208,1.0012218515429525,0.12032854209445591,46
frozenset({'Wired Headphones'}),frozenset({'iPhone'}),0.11454545454545455,0.0361038961038961,0.004155844155844156,0.036281179138321996,1.0049103574283431,2.030696576151101e-05,1.0001839572192512,0.0055184804928130856,46
frozenset({'iPhone'}),frozenset({'Wired Headphones'}),0.0361038961038961,0.11454545454545455,0.004155844155844156,0.11510791366906475,1.0049103574283431,2.030696576151101e-05,1.0006356245380637,0.005069388305039022,46
