antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,Week of the Year
frozenset({'Apple Airpods Headphones'}),frozenset({'iPhone'}),0.08441558441558442,0.036226930963773066,0.003417634996582365,0.04048582995951417,1.1175616835994195,0.0003595174476924306,1.0044385993753082,0.1148936170212766,7
frozenset({'iPhone'}),frozenset({'Apple Airpods Headphones'}),0.036226930963773066,0.08441558441558442,0.003417634996582365,0.09433962264150944,1.1175616835994195,0.0003595174476924306,1.0109577922077921,0.10914893617021278,7
frozenset({'Bose SoundSport Headphones'}),frozenset({'Vareebadd Phone'}),0.06971975393028025,0.012303485987696514,0.0010252904989747095,0.014705882352941176,1.1952614379084967,0.00016749448342785744,1.0024382530274125,0.17560617193240255,7
frozenset({'Vareebadd Phone'}),frozenset({'Bose SoundSport Headphones'}),0.012303485987696514,0.06971975393028025,0.0010252904989747095,0.08333333333333333,1.1952614379084965,0.00016749448342785744,1.0148511775306033,0.16539792387543242,7
frozenset({'USB-C Charging Cable'}),frozenset({'Google Phone'}),0.12303485987696514,0.03007518796992481,0.005126452494873548,0.04166666666666667,1.385416666666667,0.001426155957220461,1.0120954560313828,0.31722525331254886,7
frozenset({'Google Phone'}),frozenset({'USB-C Charging Cable'}),0.03007518796992481,0.12303485987696514,0.005126452494873548,0.17045454545454547,1.3854166666666667,0.001426155957220461,1.057163456586672,0.28682170542635665,7
frozenset({'Vareebadd Phone'}),frozenset({'USB-C Charging Cable'}),0.012303485987696514,0.12303485987696514,0.0017088174982911825,0.1388888888888889,1.1288580246913582,0.0001950598237967379,1.0184111304654597,0.11557093425605537,7
frozenset({'USB-C Charging Cable'}),frozenset({'Vareebadd Phone'}),0.12303485987696514,0.012303485987696514,0.0017088174982911825,0.01388888888888889,1.128858024691358,0.0001950598237967379,1.001607732519519,0.13016367887763058,7
frozenset({'Vareebadd Phone'}),frozenset({'Wired Headphones'}),0.012303485987696514,0.10252904989747096,0.001367053998632946,0.11111111111111112,1.0837037037037036,0.00010558926988757551,1.0096548188653454,0.07820069204152252,7
frozenset({'Wired Headphones'}),frozenset({'Vareebadd Phone'}),0.10252904989747096,0.012303485987696514,0.001367053998632946,0.013333333333333334,1.0837037037037038,0.00010558926988757551,1.001043764201659,0.0860624523990861,7
frozenset({'iPhone'}),frozenset({'Wired Headphones'}),0.036226930963773066,0.10252904989747096,0.0037593984962406013,0.10377358490566038,1.0121383647798743,4.50856838236772e-05,1.0013886390617692,0.012443584784010336,7
frozenset({'Wired Headphones'}),frozenset({'iPhone'}),0.10252904989747096,0.036226930963773066,0.0037593984962406013,0.03666666666666666,1.012138364779874,4.50856838236772e-05,1.0004564730479863,0.013362874749013385,7
