antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,Week of the Year
frozenset({'USB-C Charging Cable'}),frozenset({'Google Phone'}),0.11356026785714286,0.027901785714285716,0.007533482142857143,0.06633906633906633,2.377592137592137,0.004364947883450255,1.0411683505639098,0.6536331736205832,19
frozenset({'Google Phone'}),frozenset({'USB-C Charging Cable'}),0.027901785714285716,0.11356026785714286,0.007533482142857143,0.27,2.3775921375921376,0.004364947883450255,1.2143010029354206,0.5960369094697452,19
frozenset({'Lightning Charging Cable'}),frozenset({'iPhone'}),0.12081473214285714,0.044642857142857144,0.006417410714285714,0.053117782909930716,1.189838337182448,0.0010238958864795915,1.0089503484320559,0.18147448015122866,19
frozenset({'iPhone'}),frozenset({'Lightning Charging Cable'}),0.044642857142857144,0.12081473214285714,0.006417410714285714,0.14375,1.189838337182448,0.0010238958864795915,1.0267857142857144,0.16700528240552615,19
frozenset({'Vareebadd Phone'}),frozenset({'USB-C Charging Cable'}),0.009486607142857142,0.11356026785714286,0.0027901785714285715,0.29411764705882354,2.5899696487931783,0.0017128769232302296,1.2557896205357144,0.619774647887324,19
frozenset({'USB-C Charging Cable'}),frozenset({'Vareebadd Phone'}),0.11356026785714286,0.009486607142857142,0.0027901785714285715,0.02457002457002457,2.5899696487931783,0.0017128769232302296,1.015463352374955,0.6925401322001888,19
frozenset({'Vareebadd Phone'}),frozenset({'Wired Headphones'}),0.009486607142857142,0.107421875,0.0016741071428571428,0.17647058823529413,1.6427807486631016,0.0006550380161830357,1.0838448660714286,0.3950234741784038,19
frozenset({'Wired Headphones'}),frozenset({'Vareebadd Phone'}),0.107421875,0.009486607142857142,0.0016741071428571428,0.015584415584415584,1.6427807486631016,0.0006550380161830357,1.0061943436675462,0.438366156090445,19
"frozenset({'USB-C Charging Cable', 'Wired Headphones'})",frozenset({'Google Phone'}),0.0025111607142857145,0.027901785714285716,0.0013950892857142857,0.5555555555555556,19.91111111111111,0.0013250234175701532,2.187220982142857,0.9521678321678323,19
"frozenset({'Google Phone', 'Wired Headphones'})",frozenset({'USB-C Charging Cable'}),0.0025111607142857145,0.11356026785714286,0.0013950892857142857,0.5555555555555556,4.892164892164892,0.0011099212023676659,1.9944893973214286,0.7975944055944056,19
"frozenset({'USB-C Charging Cable', 'Google Phone'})",frozenset({'Wired Headphones'}),0.007533482142857143,0.107421875,0.0013950892857142857,0.18518518518518517,1.7239057239057238,0.0005858285086495536,1.0954367897727273,0.42310936182175996,19
frozenset({'Wired Headphones'}),"frozenset({'USB-C Charging Cable', 'Google Phone'})",0.107421875,0.007533482142857143,0.0013950892857142857,0.012987012987012988,1.723905723905724,0.0005858285086495536,1.0055252878289473,0.47045951859956237,19
frozenset({'USB-C Charging Cable'}),"frozenset({'Google Phone', 'Wired Headphones'})",0.11356026785714286,0.0025111607142857145,0.0013950892857142857,0.012285012285012284,4.8921648921648915,0.0011099212023676659,1.0098954168887706,0.897513377400063,19
frozenset({'Google Phone'}),"frozenset({'USB-C Charging Cable', 'Wired Headphones'})",0.027901785714285716,0.0025111607142857145,0.0013950892857142857,0.049999999999999996,19.911111111111108,0.0013250234175701532,1.0499882518796992,0.9770378874856488,19
